KeyMineProject,Property Name,Primary Commodity,Commodity Group,List of Owners,List of Royalty Holders,Development Stage,Activity Status,Latitude (degrees),Longitude (degrees),Coordinate Accuracy
53811,Dragon Lake,Gold,Precious Metals,Eagle Plains Resources Limited (Owner) 100%,Private Interest (NSR) 1%,Exploration,Inactive,62.596100,-131.532400,Exact
53812,Hit,Gold,Precious Metals,Aben Resources Ltd. (Owner) 100%,Sandstorm Gold Ltd. (NSR) 2%; Private Interest (NSR) 1%,Grassroots,Active,63.445510,-129.941260,Exact
53814,Miminiska Lake,Gold,Precious Metals,Canstar Resources Inc. (Owner) 100%,NA,Exploration,Inactive,51.577860,-88.647730,Exact
53815,Zeland,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,43.800000,-80.700000,Best Guess
53816,Xinjiang,Gold,Precious Metals,Xinjiang Baodi Mining Company Limited (Owner) 100%,NA,Grassroots,Inactive,48.589440,86.831930,Best Guess
53817,Whiskey Lake,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,46.351900,-82.465700,Exact
53818,Pamachic,Gold,Precious Metals,La Imperial Resources Inc (Owner) 70%; Panton Resources Inc. (Owner) 5%; Private Interest (Owner) 5%; Quinella Syndicate (Owner) 5%,NA,Grassroots,Inactive,27.838000,-108.509000,Exact
53819,Baxter Spring,Gold,Precious Metals,King Midas Resources Ltd. (Owner) 100%,NA,Exploration,Inactive,38.430000,-117.080000,Exact
53820,Solo,Gold,Precious Metals,"Solo Mining, Inc. (Owner) 100%",NA,NA,Inactive,50.566600,-121.800000,Best Guess
53821,Stanley,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Closed,Inactive,51.000000,-121.000000,Best Guess
53823,Bom Jardim Creek,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,-4.201880,-55.959240,Best Guess
53824,Iron Horse-Bolivar,Gold,Precious Metals,Portofino Resources Inc (Optionee) 100%; Rich River Exploration Ltd (Optionor),NA,Advanced Exploration,Inactive,49.799000,-119.973000,Exact
53825,Shell Creek,Gold,Precious Metals,Logan Resources Ltd. (Owner) 100%,Unnamed Owner (NSR) 2%,Exploration,Active,64.587700,-140.400000,Exact
53826,Cape Ray Extension,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,47.750000,-58.983300,Best Guess
53827,Grey River,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,47.590000,-57.100000,Approximate
53828,Dolland Brook,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,47.716700,-56.566700,Approximate
53829,Long Lake,Gold,Precious Metals,Cornerstone Capital Resources Inc. (Owner) 100%,NA,Exploration,Inactive,48.410980,-57.202700,Exact
53830,Guanacaste,Gold,Precious Metals,World Ventures Inc. (Optionee) 100%; Minera Oceanica SA (Optionor),NA,Exploration,Inactive,10.289720,-84.957540,Best Guess
53831,Buffalo Canyon,Gold,Precious Metals,NA,NA,Exploration,Inactive,38.888700,-117.615200,Exact
53832,Jilbey/Red Lake,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,51.297000,-92.593800,Exact
53835,Gwyn Lake,Gold,Precious Metals,Empire Metals Corp. (Owner) 100%,Unnamed Owner (NSR) 1%,Grassroots,Inactive,49.632000,-87.762000,Exact
53838,Dongchuan,Gold,Precious Metals,Yunnan Gold Mine Group (Owner) 100%,NA,Grassroots,Inactive,26.399950,103.072500,Exact
53841,Golden Gully,Gold,Precious Metals,"Unnamed Owner (Owner) 56%; First Tiffany Resources Corp (Owner) 20%; Goldstake Explorations Inc. (Owner) 14%; Fowler, Charles Andrew (Owner) 10%",NA,Advanced Exploration,Inactive,-32.966600,149.416600,Best Guess
53842,Norbeau,Gold,Precious Metals,Beaurox Mines Ltd (Owner) 100%,NA,NA,Inactive,49.966700,-74.300000,Best Guess
53843,Batiscan North,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,46.821900,-72.352900,Exact
53844,Lac Aux Sables,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Operating,Active,46.978680,-72.209260,Best Guess
53847,Los Latinos,Gold,Precious Metals,Minera San Martin (Owner) 100%,NA,NA,Inactive,-9.322470,-77.468010,Approximate
53848,El Tigre/Vibora,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,29.959760,-110.762500,Approximate
53851,Zage,Gold,Precious Metals,Regional Geological Survey Team of HGMR (Owner) 100%,NA,NA,Inactive,30.612350,97.984990,Best Guess
53852,Miller Lake,Gold,Precious Metals,Osprey Gold Development Ltd. (Optionee) 100%; 3302051 Nova Scotia Limited (Optionor); Crosby Gold Ltd. (Optionor),NA,NA,Inactive,45.039800,-62.152800,Exact
53853,Hope Lake,Gold,Precious Metals,Unnamed Owner (Owner) 100%,Unnamed Owner (NSR) 2%,Exploration,Inactive,49.408000,-93.794000,Exact
53854,Faymar,Gold,Precious Metals,Premier Gold Mines Limited (Owner) 100%,Private Interest (NSR) 0.8%,Exploration,Active,48.399300,-81.264500,Exact
53855,Casino,Gold,Precious Metals,St. Elias Mines Ltd. (Owner) 100%,NA,Exploration,Inactive,49.083000,-117.640000,Exact
53858,Fuego,Gold,Precious Metals,Gold Resource Corporation (Owner) 100%,Almadex Minerals Limited (NSR) 2%; Almaden Minerals Limited (Royalty),Exploration,Active,16.582000,-96.221000,Exact
53859,Gold Centre,Gold,Precious Metals,Rupert Resources Limited (Owner) 100%,Camp McMan Red Lake Gold Mines Limited (NSR) 1.5%,Exploration,Active,51.033000,-93.708000,Exact
53863,Sewell,Gold,Precious Metals,Richmont Mines Incorporated (Owner) 100%,Franco-Nevada Corporation (NSR),Exploration,Inactive,48.210000,-81.912000,Exact
53864,Baxter,Gold,Precious Metals,Kinross Gold Corporation (Optionee) 75%; Bravada Gold Corporation (Optionor) 25%,NA,Target Outline,Active,39.085000,-117.852000,Exact
53865,Owl Canyon,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Grassroots,Active,35.557200,-115.911950,Approximate
53866,Cerbat,Gold,Precious Metals,Can-Cal Resources Ltd. (Optionee) 100%; Unnamed Owner (Optionor),NA,Grassroots,Active,35.313400,-114.133220,Exact
53867,Wikieup,Gold,Precious Metals,NA,NA,Exploration,Inactive,34.680000,-113.670000,Approximate
53869,Brik,Gold,Precious Metals,Logan Resources Ltd. (Optionee) 80%; Pilot Gold Inc. (Optionor) 20%,NA,Target Outline,Active,37.676000,-114.293000,Exact
53870,Tennant Creek,Gold,Precious Metals,NA,NA,Exploration,Inactive,-19.800000,134.806000,Exact
53871,McDonald-Keep Cool,Gold,Precious Metals,Newmont Mining Corporation (Owner) 100%,"Royal Gold, Inc. (NSR) 3%",Advanced Exploration,Inactive,46.997590,-112.524960,Exact
53874,Hilltop-Slaven,Gold,Precious Metals,NA,NA,Exploration,Inactive,40.283300,-116.833300,Exact
53875,Preble-Pinson,Gold,Precious Metals,NA,NA,Exploration,Inactive,40.950200,-117.352200,Exact
53876,Auclair,Gold,Precious Metals,Osisko Gold Royalties Ltd. (Owner) 100%,NA,Exploration,Active,52.005800,-75.196200,Exact
53877,Kirkland West,Gold,Precious Metals,Mistango River Resources Inc. (Owner) 100%,NA,Advanced Exploration,Inactive,48.079930,-80.190300,Exact
53880,Slate Lake,Gold,Precious Metals,Stares Contracting Corporation (Owner) 100%,NA,NA,Inactive,51.066600,-93.733300,Best Guess
53881,Setago,Gold,Precious Metals,"Invecture Group, S. A. de C. V. (Owner) 100%",NA,Grassroots,Inactive,27.551000,-108.286000,Exact
53885,Cantin Creek,Gold,Precious Metals,0373849 BC Ltd (Owner) 100%,NA,Grassroots,Inactive,52.900000,-122.683300,Best Guess
53889,Keezhik Lake,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,51.783200,-88.430300,Exact
53890,MW,Gold,Precious Metals,Superior Group Holdings Ltd. (Owner) 100%,NA,Exploration,Inactive,49.616600,-115.633300,Best Guess
53891,Gold Bug,Gold,Precious Metals,Pilot Gold Inc. (Owner) 100%,Newmont Mining Corporation (NSR) 3%; Unnamed Owner (NSR),Grassroots,Inactive,37.955470,-114.070510,Approximate
53894,Lavallee,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,47.333300,-79.016600,Best Guess
53901,Martin,Gold,Precious Metals,Martin Mines Limited (The) (Owner) 100%,NA,NA,Inactive,55.633300,-124.433300,Best Guess
53907,Clifton-Gold Hill,Gold,Precious Metals,Clifton Mining Company (Owner) 100%,DNI Metals Inc. (NSR) 0.5%,Prefeas/Scoping,Inactive,40.165000,-113.841000,Exact
53908,St George's,Gold,Precious Metals,Fancamp Exploration Limited (Owner) 100%,NA,Grassroots,Active,45.360000,-67.100000,Exact
53909,Mildred Peak,Gold,Precious Metals,Golden Arch Resources Ltd. (Owner) 100%,Altar Resources (NSR) 1%,Exploration,Inactive,31.713000,-111.592000,Exact
53910,Ailaoshan/Xiaoshuijing,Gold,Precious Metals,Geological Brigade No 1 of the Yunnan Bureau of Geology and (Owner) 100%,NA,NA,Inactive,25.035630,101.518850,Best Guess
53911,Gongguo,Gold,Precious Metals,Yunnan Non-Ferrous Geology and Mineral Resources Co. Ltd. (Owner) 100%,NA,Exploration,Inactive,25.669980,99.241250,Approximate
53912,CAMP,Gold,Precious Metals,"Coeur Mining, Inc. (Owner) 100%",Sterling Mining Company (NPI) 7.1%,Grassroots,Inactive,47.483300,-116.000000,Exact
53913,Lost Eagle,Gold,Precious Metals,NA,NA,NA,Inactive,47.666600,-115.788000,Exact
53916,Brady,Gold,Precious Metals,Sokoman Iron Corporation (Owner) 100%,NA,Advanced Exploration,Inactive,48.469000,-55.620000,Exact
53917,Lidge,Gold,Precious Metals,Eastmain Resources Inc. (Owner) 100%,NA,Grassroots,Active,52.217700,-77.448600,Exact
53922,Dandong (QCZ),Gold,Precious Metals,Liaoning Non-ferrous Geological Exploration Institute (LNFGE (Owner) 100%,NA,NA,Inactive,40.066920,124.323560,Best Guess
53924,Dusty Mac,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,49.350000,-119.533300,Best Guess
53925,Iskut-Unuk,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,57.833300,-129.983300,Best Guess
53926,Bronson-Pelican,Gold,Precious Metals,Unnamed Owner (Owner) 73.68%,NA,Grassroots,Inactive,56.750000,-131.783300,Best Guess
53929,Gold Rock,Gold,Precious Metals,Treasury Metals Incorporated (Owner) 100%,NA,Exploration,Active,49.459200,-92.686100,Exact
53930,Thunder Cloud,Gold,Precious Metals,Treasury Metals Incorporated (Owner) 100%,NA,Grassroots,Active,49.372800,-92.533350,Exact
53931,Ruby Mine,Gold,Precious Metals,O.T. Mining Corporation (Owner) 100%,NA,NA,Inactive,46.220000,-112.480000,Exact
53932,Munro Township,Gold,Precious Metals,Jubilee Gold Exploration Ltd. (Owner) 100%,Johns Manville (NSR),Exploration,Inactive,48.543400,-80.222100,Exact
53935,Dussieux,Gold,Precious Metals,Jean Descarreaux et Associes Ltee (Owner) 100%,NA,NA,Inactive,49.850000,-77.037500,Exact
53936,Sleeper-Lapon Canyon,Gold,Precious Metals,Nevada Canyon Gold Corporation (Optionee) 70%; Walker River Resources Corp. (Optionor) 30%,District Gold Inc. (NSR); World Ventures Inc. (NSR),Target Outline,Active,38.460000,-118.810000,Exact
53938,Gold Hill,Gold,Precious Metals,Sherman Whatley Group (Owner) 100%,NA,NA,Inactive,49.100000,-119.200000,Best Guess
53939,Dani,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,54.050000,-128.650000,Best Guess
53942,Satterly Lake,Gold,Precious Metals,NA,NA,Exploration,Inactive,51.338000,-92.440000,Exact
53944,Blackrock,Gold,Precious Metals,Sandstorm Gold Ltd. (Owner) 100%,Newmont Mining Corporation (NSR),Exploration,Inactive,39.210000,-119.455000,Exact
53945,Troy,Gold,Precious Metals,NA,NA,Advanced Exploration,Inactive,38.406000,-115.497400,Exact
53946,Kobeh Valley,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,39.601600,-116.198700,Exact
53948,Nevada,Gold,Precious Metals,Cantex Mine Development Corporation (Owner) 100%,NA,Exploration,Inactive,41.829090,-117.568340,Approximate
53950,Aniana,Gold,Precious Metals,Energold Drilling Corp. (Owner) 100%,NA,Grassroots,Inactive,18.825000,-70.115000,Exact
53951,Gopher,Gold,Precious Metals,Energold Drilling Corp. (Owner) 100%,NA,Grassroots,Inactive,18.799000,-70.053000,Exact
53953,Piedra Grande,Gold,Precious Metals,Energold Drilling Corp. (Owner) 100%,NA,Grassroots,Inactive,18.750000,-70.069000,Exact
53955,Denain,Gold,Precious Metals,Nippon Dragon Resources Inc. (Owner) 85%; Texas T Minerals Inc (Owner) 15%,"Rocmec International, Inc. (NSR)",Advanced Exploration,Inactive,48.100000,-76.983300,Exact
53956,Zhenyuan,Gold,Precious Metals,Yunnan Gold Co. Ltd (Owner) 100%,NA,Advanced Exploration,Inactive,22.935720,100.775350,Approximate
53957,Le Tac,Gold,Precious Metals,Osisko Mining Inc. (Owner) 100%,NA,Exploration,Inactive,49.438840,-76.015080,Exact
53958,Gold Canyon,Gold,Precious Metals,Colwood Marine Ltd (Owner) 75%,NA,Exploration,Inactive,49.933300,-117.816600,Best Guess
53959,Clay-Powell,Gold,Precious Metals,Rainy Mountain Royalty Corporation (Owner) 100%; Mega Uranium Limited (Fractional),Unnamed Owner (NSR) 2%,Exploration,Active,48.476000,-90.896000,Exact
53960,Rey Midas,Gold,Precious Metals,Energold Drilling Corp. (Owner) 100%,NA,Grassroots,Inactive,18.794930,-69.651730,Best Guess
53961,La Comadreja,Gold,Precious Metals,Energold Drilling Corp. (Owner) 100%,NA,Grassroots,Inactive,18.959070,-70.207570,Best Guess
53962,Rey Salomon,Gold,Precious Metals,Energold Drilling Corp. (Owner) 100%,NA,Grassroots,Inactive,19.036240,-70.001640,Best Guess
53965,Abitibi,Gold,Precious Metals,Unnamed Owner (Owner) 100%,Private Interest (NSR) 2%,Exploration,Active,48.566000,-80.222000,Exact
53966,Bristol,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,48.420000,-81.490000,Exact
53967,Gold Pit-Hare Lake,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,47.633300,-81.000000,Best Guess
53970,Limonite Creek (Bear),Gold,Precious Metals,Honey Badger Exploration Inc. (Owner) 100%,555571 Alberta Ltd (GOR); National Research Group (GOR); Pelagic Holdings Inc. (GOR); Private Interest (GOR); WDT Ltd (GOR),Grassroots,Inactive,54.568000,-127.813000,Exact
53973,Rosarita,Gold,Precious Metals,NA,OceanaGold Corporation (Royalty) 2%,Exploration,Inactive,-31.272750,-69.630290,Exact
53974,Martel,Gold,Precious Metals,Ayotte-Martel mining group (Owner) 100%,NA,NA,Inactive,48.233300,-78.383300,Best Guess
53976,Todd,Gold,Precious Metals,Rubicon Minerals Corporation (Owner) 50%; Confederation Minerals Ltd. (Owner) 35%; Redstar Gold Corporation (Owner) 15%,NA,Grassroots,Active,51.031300,-94.054000,Exact
53979,New Extreme Est,Gold,Precious Metals,Exploration Aurtois Inc. (Owner) 100%,Private Interest (NSR),Grassroots,Inactive,47.387000,-78.623000,Exact
53980,Stella,Gold,Precious Metals,Exploration Aurtois Inc. (Owner) 100%,NA,Exploration,Inactive,48.151800,-76.923800,Exact
53981,Gold Chain,Gold,Precious Metals,Goldrea Resources Corp. (Owner) 100%,Private Interest (NSR) 3%,Advanced Exploration,Inactive,35.350000,-114.440000,Approximate
53982,Bud,Gold,Precious Metals,Saville Resources Inc. (Optionee) 100%; Private Interest (Optionor),NA,Exploration,On Hold Awaiting Higher Prices,49.103000,-118.722000,Exact
53983,Carrot River,Gold,Precious Metals,QMC Quantum Minerals Corp. (Owner) 100%,NA,Exploration,Inactive,54.810110,-96.261940,Exact
53985,Sharpe Lake,Gold,Precious Metals,Gossan Resources Limited (Owner) 100%,NA,Grassroots,Inactive,54.415000,-93.807000,Exact
53986,Surprise Creek,Gold,Precious Metals,Great Bear Resources Limited (Venturer) 50%; Mountain Boy Minerals Limited (Venturer) 50%,Jayden Resources Inc. (NSR) 1%,Exploration,Active,56.177570,-129.656250,Exact
53987,Whitney,Gold,Precious Metals,Gowest Gold Limited (Owner) 100%,NA,Grassroots,Inactive,48.500000,-81.100000,Approximate
53989,Redbreast,Gold,Precious Metals,United Exploration Management Inc. (Owner) 100%,NA,NA,Inactive,51.326380,-125.465590,Exact
53990,Gold Fork,Gold,Precious Metals,"Kent Burns Group, LLC. (Owner) 100%",NA,NA,Inactive,58.334300,-134.256600,Exact
53991,Thomas Creek,Gold,Precious Metals,KM Exploration Ltd (Owner) 100%,NA,NA,Inactive,40.388900,-116.493500,Exact
53995,Goldsmith,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,50.399000,-117.121000,Exact
53996,Ghana Offshore,Gold,Precious Metals,Marine Mining Corp. (Owner),NA,Grassroots,Inactive,4.900000,-1.600000,Exact
53997,Aldebaran,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,-8.016600,-60.916600,Best Guess
53998,Chukuni River,Gold,Precious Metals,Frontline Gold Corporation (Optionee) 100%; RBR Group Limited (Optionor),Abitibi Royalties Inc. (NSR); AuRico Metals Inc. (NSR),Exploration,Active,51.010000,-93.728000,Exact
53999,Vauquelin,Gold,Precious Metals,NA,NA,NA,Inactive,48.133300,-77.191600,Exact
54000,Courville,Gold,Precious Metals,NA,NA,Grassroots,Inactive,48.333300,-77.433300,Best Guess
54002,Satterly,Gold,Precious Metals,Rubicon Minerals Corporation (Owner) 100%,NA,Exploration,Active,51.345000,-92.481000,Exact
54004,Beaucage Lake,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Active,56.455220,-100.388000,Exact
54006,Granite,Gold,Precious Metals,Canasil Resources Incorporated (Owner) 100%,NA,Grassroots,Inactive,56.466000,-125.864000,Exact
54008,Timmins Area,Gold,Precious Metals,Consolidated Tanager Limited (Owner) 100%,NA,Grassroots,Inactive,48.466600,-81.333300,Approximate
54009,FR,Gold,Precious Metals,Mountain Boy Minerals Limited (Owner) 100%,NA,Exploration,Inactive,56.303000,-129.883000,Exact
54010,Set Ga Done,Gold,Precious Metals,Department of Geological Survey and Mineral Exploration (Myanmar) (Owner) 100%,NA,Exploration,Inactive,23.457660,96.686310,Approximate
54011,McCorkill,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,50.009400,-73.957000,Exact
54012,Monexco,Gold,Precious Metals,Typhoon Exploration Inc. (Owner) 100%,Unnamed Owner (NSR) 1.5%,Exploration,Active,50.008000,-73.991000,Exact
54015,Zalantun,Gold,Precious Metals,Beijing Institute of Geology for Mineral Resources (Owner) 100%,NA,Grassroots,Inactive,47.833330,121.750000,Exact
54016,Privat,Gold,Precious Metals,NA,NA,Grassroots,Inactive,48.625000,-78.697000,Exact
54017,Red Lake,Gold,Precious Metals,600151 BC Ltd (Optionee) 100%; Unnamed Owner (Optionor),NA,NA,Inactive,51.066600,-93.733300,Best Guess
54020,Santa Maria,Gold,Precious Metals,El Paso Partners Limited. (Owner) 100%,NA,Operating,Active,27.066600,-107.950000,Best Guess
54021,Five Star,Gold,Precious Metals,Mulgravian Ventures Corp. (Owner) 51%; Guyana Frontier Mining Corp. (Owner) 49%,Case Development Company Ltd. (NSR) 3%,Exploration,Inactive,7.561410,-60.428400,Exact
54028,Slate Lake,Gold,Precious Metals,Renaissance Mining Corp. (Owner) 100%,NA,NA,Inactive,50.973190,-92.563480,Best Guess
54029,Papaonga Lake,Gold,Precious Metals,Renaissance Mining Corp. (Owner) 100%,NA,NA,Inactive,50.891600,-92.282700,Exact
54031,Coli Lake,Gold,Precious Metals,Renaissance Mining Corp. (Owner) 100%,NA,NA,Inactive,51.291600,-93.573700,Exact
54032,Killala/Laird Lake,Gold,Precious Metals,Renaissance Mining Corp. (Owner) 100%,NA,NA,Inactive,51.066600,-93.733300,Best Guess
54033,Leonard,Gold,Precious Metals,Renaissance Mining Corp. (Owner) 100%,NA,NA,Inactive,50.940300,-94.142700,Exact
54034,Trout Lake River,Gold,Precious Metals,Renaissance Mining Corp. (Owner) 100%,NA,NA,Inactive,51.062580,-93.296700,Best Guess
54035,SIB,Gold,Precious Metals,Silver Standard Resources Inc. (Optionee) 60%; Eskay Mining Corporation (Optionor) 20%; Kirkland Lake Gold Ltd. (Owner) 20%,NA,Exploration,Active,56.656385,-130.493510,Exact
54036,Snowshoe,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,49.083300,-118.650000,Exact
54037,Magusi,Gold,Precious Metals,Jubilee Gold Exploration Ltd. (Owner) 100%,NA,Exploration,Inactive,48.451000,-79.738000,Exact
54038,Revillard,Gold,Precious Metals,Khalkos Exploration Inc. (Optionee) 100%; Northern Star Mining Corp. (Optionor),Private Interest (NSR),Exploration,Active,48.220000,-78.195000,Exact
54041,Bayan Bulag (QGX),Gold,Precious Metals,QGX Ltd. (Owner) 100%,NA,NA,Inactive,46.798000,98.111510,Best Guess
54046,Killala,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,51.066600,-93.733300,Best Guess
54047,StarTrack Trend,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,48.950000,-54.416700,Best Guess
54048,New World Trend,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Inactive,49.540000,-54.670000,Exact
54049,25,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Grassroots,Inactive,59.566700,-134.316700,Best Guess
54050,East Bay West,Gold,Precious Metals,Rubicon Minerals Corporation (Owner) 100%,NA,Exploration,Inactive,51.176000,-93.702600,Exact
