KeyMineProject,Property Name,Primary Commodity,Commodity Group,List of Owners,List of Royalty Holders,Development Stage,Activity Status,Latitude (degrees),Longitude (degrees),Coordinate Accuracy
53418,Northern Sonora,Gold,Precious Metals,Pan American Silver Corp. (Owner) 100%,NA,Advanced Exploration,Inactive,31.304400,-111.155650,Exact
53419,San Juan,Gold,Precious Metals,NA,NA,Grassroots,Inactive,-31.103610,-70.224230,Exact
53423,Moose River,Gold,Precious Metals,Moose River Resources Inc. (Owner) 100%,NA,Advanced Exploration,Inactive,44.983000,-62.959700,Exact
53429,Walker Fork,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,64.068000,-141.106000,Exact
53431,Copper Hill,Gold,Precious Metals,Golden Harp Resources Inc (Owner) 100%; Acme Resources Inc. (Venture),Cyprus Canada Inc (NSR); Goldeye Explorations Limited (NSR); Private Interest (NSR); Skead Holdings Ltd. (NSR); Strike Minerals Incorporated (NSR),Exploration,Inactive,47.628000,-81.131000,Exact
53432,Bear River,Gold,Precious Metals,American Creek Resources Ltd. (Owner) 100%,Private Interest (NSR),Exploration,Active,56.159910,-129.864660,Exact
53435,El Compa,Gold,Precious Metals,NA,NA,Exploration,Inactive,29.128000,-109.242000,Exact
53447,Dompierre,Gold,Precious Metals,SOQUEM Inc. (Owner) 100%,NA,Exploration,Inactive,50.681800,-74.670200,Exact
53448,Verneuil,Gold,Precious Metals,Brionor Resources Inc. (Owner) 50%; SOQUEM Inc. (Owner) 50%,Unnamed Owner (NSR) 2%,Exploration,Inactive,49.028100,-76.690600,Exact
53451,Fost Hill,Gold,Precious Metals,"Deep Reach Exploration, Inc. (Owner) 100%",NA,NA,Inactive,49.747600,-56.943470,Best Guess
53453,Tas,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,54.966600,-124.250000,Best Guess
53454,Trucha Dorada,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,-8.002450,-78.070250,Exact
53458,Tingo,Gold,Precious Metals,NA,NA,Closed,Inactive,64.578500,-115.558800,Exact
53459,Clover Downs,Gold,Precious Metals,NA,NA,Exploration,Inactive,-28.794800,121.482900,Exact
53460,Magma,Gold,Precious Metals,New Dimension Resources Ltd. (Owner) 100%,NA,Exploration,Inactive,-42.894620,-71.289690,Best Guess
53461,McKenzie Island,Gold,Precious Metals,Cypress Development Corp. (Owner) 100%,Dan Patrie Exploration Ltd (NSR) 2%,Exploration,Active,51.066600,-93.866600,Exact
53471,Redaurum,Gold,Precious Metals,Goldcorp Incorporated (Owner) 55%; Silver Standard Resources Inc. (Owner) 25%; Sabina Gold & Silver Corp. (Carried) 20%,Mukuba Resources Limited (NSR) 0.4%,Exploration,Active,50.999100,-93.913440,Exact
53472,Golden Sidewalk,Gold,Precious Metals,Sabina Gold & Silver Corp. (Owner) 100%,NA,Exploration,Active,51.261000,-92.911000,Exact
53473,Red Mountain,Gold,Precious Metals,Regent Ventures Ltd. (Owner) 100%,Unnamed Owner (Royalty),Exploration,Inactive,63.966700,-136.750000,Exact
53474,Winchester,Gold,Precious Metals,SOQUEM Inc. (Owner) 100%,NA,Advanced Exploration,Inactive,49.465000,-74.596000,Exact
53477,Nugget Pond,Gold,Precious Metals,Angel Mining Plc (Owner) 100%,Noveko Echographs Inc (Royalty),Closed,Inactive,49.854790,-55.764500,Exact
53478,Maroon,Gold,Precious Metals,Angel Jade Mines Ltd. (Owner) 100%,NA,Exploration,Inactive,54.816000,-128.642000,Exact
53479,La Calera,Gold,Precious Metals,Minerales Entremares El Salvador (Owner) 100%,NA,NA,Inactive,13.783300,-88.816600,Best Guess
53480,Drayton,Gold,Precious Metals,Group Ten Metals Inc. (Optionee) 100%; Bravada Gold Corporation (Optionor),NA,Exploration,Active,50.032000,-91.781000,Exact
53481,Opikeigen Lake,Gold,Precious Metals,Emerge Resources Corp. (Venturer) 50%; SLAM Exploration Ltd. (Venturer) 50%,NA,Exploration,Inactive,51.619000,-88.046000,Exact
53484,Golden Reward,Gold,Precious Metals,Kirkland Lake Gold Ltd. (Owner) 100%,Franco-Nevada Corporation (NSR) 1%; Newmont Mining Corporation (NSR) 1%; Kiska Metals Corporation (NSR),Exploration,Active,48.534500,-80.099200,Exact
53485,Valentine Mountain,Gold,Precious Metals,Beau Pre Explorations Ltd. (Owner) 100%,NA,Exploration,Inactive,48.504000,-123.875000,Exact
53487,Birch Lake,Gold,Precious Metals,Trade Winds Ventures Inc. (Optionee) 60%; Pelangio Exploration Inc. (Optionor) 40%,Goldcorp Incorporated (NSR) 2%,Exploration,Inactive,51.427140,-92.230730,Exact
53488,Golden Pickle,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,51.500000,-90.100000,Best Guess
53489,South Baird,Gold,Precious Metals,Rubicon Minerals Corporation (Owner) 100%,NA,Exploration,Inactive,50.936340,-93.943670,Exact
53490,Tweespalk,Gold,Precious Metals,NA,NA,Exploration,Inactive,-23.670000,28.880000,Exact
53492,McVicar Lake,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Inactive,51.566600,-91.433300,Best Guess
53493,Bonsai-Mack,Gold,Precious Metals,Copper Creek Gold Corp. (Optionee) 70%; Teuton Resources Corporation (Optionor) 30%,NA,Exploration,Inactive,56.626479,-130.533410,Exact
53494,Catspaw,Gold,Precious Metals,Teuton Resources Corporation (Owner) 100%,NA,Grassroots,Inactive,56.297000,-130.094000,Exact
53497,Wings Canyon,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,57.500000,-129.000000,Best Guess
53504,Conceicao do Norte,Gold,Precious Metals,GKM Mineracao Ltda (Owner) 66.67%,NA,Exploration,Inactive,-12.097800,-47.201430,Exact
53505,Little River,Gold,Precious Metals,Mountain Lake Minerals Inc. (Owner) 100%,Unnamed Owner (NSR) 2%,Exploration,Inactive,47.827700,-55.687520,Exact
53507,Cottonwood,Gold,Precious Metals,NA,Unnamed Owner (NSR),Advanced Exploration,Inactive,39.815000,-116.377000,Exact
53508,Gold Bar Horst,Gold,Precious Metals,NA,NA,Exploration,Inactive,39.734000,-116.424000,Exact
53509,Melba,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Inactive,50.508000,-120.530000,Exact
53510,Meluak,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,3.750000,97.628000,Best Guess
53515,Tac,Gold,Precious Metals,Super Group Holdings Ltd. (Owner) 100%,NA,NA,Inactive,49.750000,-115.383300,Best Guess
53519,Coffee Creek,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,62.883300,-139.416600,Best Guess
53520,Swell Bay,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,48.696724,-92.906979,Exact
53521,Rude Creek South,Gold,Precious Metals,0890763 BC Ltd (Owner) 100%,NA,Grassroots,Inactive,62.670100,-138.573100,Exact
53527,Eskay Creek,Gold,Precious Metals,Unnamed Owner (Owner) 100%,Private Interest (NSR),Grassroots,Inactive,56.650000,-131.300000,Exact
53529,Pescado,Gold,Precious Metals,Golden Arrow Resources Corporation (Owner) 100%,NA,Grassroots,Active,-29.898000,-68.649000,Exact
53530,Garcia,Gold,Precious Metals,Golden Arrow Resources Corporation (Owner) 100%,NA,Grassroots,Inactive,-29.203200,-69.876070,Best Guess
53532,Thompson Bay,Gold,Precious Metals,Private Manitoba Company (Owner) 100%,NA,NA,Inactive,54.866600,-100.500000,Best Guess
53534,Fenton,Gold,Precious Metals,Company of Development of the Bay James (Owner) 100%; Pro Minerals Inc. (Fractional),NA,Exploration,Inactive,49.520000,-75.333300,Approximate
53539,Mt Morgan,Gold,Precious Metals,Loyal Strategic Investment Limited (Owner) 100%,NA,Exploration,Active,-23.607500,150.405700,Exact
53541,Callaghan,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Inactive,39.620000,-116.900000,Exact
53542,RC,Gold,Precious Metals,"KM Exploration, LLC. (Owner) 100%",NA,Grassroots,Inactive,40.353600,-115.914200,Exact
53543,HC,Gold,Precious Metals,"Jipangu Inc. (Optionee) 65%; KM Exploration, LLC. (Optionor) 35%",NA,Exploration,Inactive,40.174380,-116.393440,Exact
53545,Stellar,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,48.600000,-92.783300,Best Guess
53548,Pipestone/Dash Lake,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Inactive,49.111900,-93.553900,Exact
53549,Qin Ling,Gold,Precious Metals,Henan Qin Ling Gold Mine (Owner) 100%,NA,Operating,Active,34.500000,110.600000,Best Guess
53556,Bootleg,Gold,Precious Metals,Strategic Metals Ltd. (Owner) 100%,NA,Exploration,Inactive,61.396000,-131.117000,Exact
53560,Goldbanks,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,40.465700,-117.622100,Exact
53562,Greenoaks,Gold,Precious Metals,Alto Ventures Ltd. (Owner) 100%,Minera IRL Limited (Royalty),Exploration,Active,49.813000,-87.765000,Exact
53565,North Star,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,41.385400,-116.774700,Exact
53567,Kuikuinita,Gold,Precious Metals,Chorti Holdings A V V (Owner) 100%,NA,Advanced Exploration,Inactive,13.416600,-84.900000,Exact
53576,Birch-Uchi Red Lake,Gold,Precious Metals,Eci Mineral Resources Ltd (Owner) 100%,NA,NA,Inactive,51.317200,-92.645000,Exact
53577,McCuaig,Gold,Precious Metals,Rubicon Minerals Corporation (Owner) 60%; Golden Tag Resources Limited (Owner) 40%,Unnamed Owner (NSR) 2%,Exploration,Inactive,51.090540,-93.832150,Exact
53579,Golden Star,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,48.850900,-55.656400,Exact
53580,Pirate,Gold,Precious Metals,Jipangu Inc. (Owner) 100%,NA,NA,Inactive,40.790500,-118.187800,Exact
53581,Nugget Fields,Gold,Precious Metals,Jipangu Inc. (Owner) 100%,NA,NA,Inactive,40.197400,-118.137500,Exact
53582,Imperial Mine,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,37.550180,-117.520920,Approximate
53583,Gilman,Gold,Precious Metals,"MinQuest, Inc. (Owner) 100%",NA,Exploration,Inactive,39.255000,-117.065000,Exact
53584,Tongchang,Gold,Precious Metals,Yunnan Gold Mine Group (Owner) 100%,NA,Advanced Exploration,Inactive,22.779000,103.050000,Exact
53586,Tomato Lake,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,51.153500,-93.812400,Exact
53587,Sara Kreek,Gold,Precious Metals,Suriname Wylap Development Co (Owner) 100%,NA,Advanced Exploration,Inactive,4.509000,-54.591000,Exact
53588,Uchi Lake,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,51.020800,-92.747600,Exact
53591,Sonkounkou,Gold,Precious Metals,Teranga Gold Corporation (Owner) 100%,AXMIN Inc. (NSR) 1.5%,Advanced Exploration,Active,13.357200,-11.890250,Exact
53592,Sabodala NW,Gold,Precious Metals,NA,NA,Exploration,Inactive,13.219000,-12.149000,Exact
53593,Allard,Gold,Precious Metals,Yorbeau Resources Inc. (Owner) 51%; Teck Resources Limited (Owner) 49%,NA,Exploration,Inactive,49.624000,-78.072000,Exact
53597,Quebrada,Gold,Precious Metals,Minera Bema Gold (Chile) Limitada (Owner) 100%,NA,Advanced Exploration,Inactive,-27.792000,-69.192000,Exact
53602,Goldfeast,Gold,Precious Metals,Unnamed Owner (Owner) 92.5%; Everock Inc (Owner) 7.5%,NA,NA,Inactive,48.416600,-81.533300,Best Guess
53604,Cranbrook,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,49.464930,-116.137440,Exact
53605,Norrbotten,Gold,Precious Metals,Copperstone Resources AB (Owner) 100%,NA,Advanced Exploration,Inactive,67.780000,20.145000,Best Guess
53606,Azulcocha,Gold,Precious Metals,Sociedad Minera de Responsibilidad Limitada San Luis Primero (Owner) 100%,NA,Advanced Exploration,Inactive,-11.932200,-75.336900,Exact
53608,Karp,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,48.150000,-80.033300,Best Guess
53609,Rankin,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,47.837790,-80.862790,Exact
53613,Nub Mountain,Gold,Precious Metals,Stealth Minerals Ltd. (Owner) 100%,Electrum Resource Corp. (NSR) 3%,Exploration,Inactive,57.278000,-126.723000,Exact
53614,Penascudo,Gold,Precious Metals,Golden Arrow Resources Corporation (Owner) 100%,NA,Grassroots,Inactive,-45.574080,-71.663680,Exact
53615,Costa,Gold,Precious Metals,Golden Arrow Resources Corporation (Owner) 100%,NA,Grassroots,Inactive,-44.258510,-70.523870,Exact
53616,El Carmen,Gold,Precious Metals,"GFM Minería, S.A.P.I. de C.V. (Owner) 100%",NA,Advanced Exploration,Active,28.850000,-109.416000,Exact
53617,Smith Lake,Gold,Precious Metals,Conquest Resources Limited (Owner) 100%,NA,Exploration,Active,48.382550,-83.878720,Exact
53620,Shamrock,Gold,Precious Metals,Conquest Resources Limited (Owner) 100%,NA,NA,Care And Maintenance,-19.300000,29.533300,Exact
53621,Goldbridge,Gold,Precious Metals,Avino Silver & Gold Mines Ltd. (Owner) 100%,Levon Resources Limited (NSR) 2.5%; Great Thunder Gold Corp. (NSR) 1%,Grassroots,Active,50.847000,-122.809000,Exact
53622,Gretna Green,Gold,Precious Metals,"Mayfair Mining & Minerals, Inc. (Owner) 100%",NA,NA,Inactive,-19.300000,29.533330,Best Guess
53627,Bortolgoi,Gold,Precious Metals,QGX Ltd. (Owner) 100%,NA,NA,Inactive,48.652900,105.741550,Best Guess
53630,Uhaa Hudaag,Gold,Precious Metals,QGX Ltd. (Owner) 100%,NA,NA,Inactive,44.257970,106.729490,Approximate
53632,Ant,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,62.274600,-137.078700,Exact
53633,Dotted Lake,Gold,Precious Metals,Fiore Exploration Ltd. (Owner) 100%,NA,Exploration,Inactive,48.890000,-85.779000,Exact
53637,Mt Jamie,Gold,Precious Metals,West Red Lake Gold Mines Inc. (Owner) 100%,Jamie Frontier Resources Inc (NSR) 3%; Private Interest (NSR); Rubicon Minerals Corporation (NSR),Reserves Development,Active,51.072370,-94.134670,Exact
53638,Lilas,Gold,Precious Metals,Tierra Colorado Inc. (Owner) 100%,NA,NA,Inactive,10.833000,-85.450000,Exact
53640,Sobel Lake,Gold,Precious Metals,Renaissance Mining Corp. (Owner) 100%,NA,NA,Inactive,51.017600,-93.424500,Exact
53641,Dixie Lake North,Gold,Precious Metals,Renaissance Mining Corp. (Owner) 100%,NA,NA,Inactive,50.916600,-93.500000,Best Guess
53643,Wounded Knee,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Inactive,-21.782000,121.336000,Exact
53645,Lac Hudson,Gold,Precious Metals,Eastmain Resources Inc. (Owner) 100%,NA,Grassroots,Active,52.229090,-76.296230,Exact
53646,Miakadow,Gold,Precious Metals,Dianor Resources Inc. (Owner) 100%,NA,Grassroots,Inactive,47.300000,-75.950000,Best Guess
53647,Iron-Castor,Gold,Precious Metals,Dianor Resources Inc. (Owner) 100%,NA,Grassroots,Inactive,53.391600,-77.358100,Exact
53652,Derlak Red Lake,Gold,Precious Metals,Orefinders Resources Inc. (Owner) 100%,Jubilee Gold Exploration Ltd. (NSR) 3%,Exploration,Active,50.983000,-93.883000,Exact
53654,Cariboo Mineral,Gold,Precious Metals,Noble Metal Group Incorporated (Owner) 100%,NA,Exploration,Inactive,52.802340,-121.478030,Exact
53656,Mogoyafara,Gold,Precious Metals,Legend Gold Corporation (Owner) 100%,NA,Exploration,Inactive,10.466600,-7.950000,Approximate
53664,Prospector Mountain,Gold,Precious Metals,Alianza Minerals Ltd. (Owner) 100%,Almadex Minerals Limited (NSR) 2%,Exploration,Active,62.446000,-137.864000,Exact
53665,Fenton,Gold,Precious Metals,TGW Corporation (Owner) 100%,NA,NA,Inactive,49.783300,-74.850000,Best Guess
53668,Solano,Gold,Precious Metals,Pro Minerals Inc. (Owner) 100%,Private Interest (NSR) 2%,Exploration,Inactive,48.080800,-80.783400,Exact
53669,Pardo,Gold,Precious Metals,Inventus Mining Corp. (Owner) 100%,Unnamed Owner (NSR) 3%,Target Outline,Active,46.788000,-80.255000,Exact
53671,Lalonde,Gold,Precious Metals,Unnamed Owner (Owner) 100%,Unnamed Owner (NSR) 2%,Exploration,Inactive,48.594800,-79.932200,Exact
53672,Gold Reef,Gold,Precious Metals,Marathon Gold Corporation (Owner) 100%,NA,Exploration,Inactive,55.933300,-129.966600,Approximate
53674,Bateman Lake,Gold,Precious Metals,Canadian Orebodies Inc. (Owner) 50%; Unnamed Owner (Owner) 50%,NA,NA,Inactive,48.526900,-89.755600,Exact
53677,Cache Creek,Gold,Precious Metals,Golden Predator Mining Corp. (Optionee) 75%; Alexco Resource Corporation (Optionor) 25%,NA,Exploration,Active,63.241600,-131.681700,Exact
53678,SED,Gold,Precious Metals,Balto Resources Limited (Owner) 100%,NA,Grassroots,Inactive,50.438000,-120.636000,Exact
53679,Kenty,Gold,Precious Metals,1098881 Ontario Ltd (Owner) 70%; Emerald Isle Resources Inc (Owner) 30%,NA,NA,Inactive,47.700000,-82.466600,Best Guess
53684,MacKenzie,Gold,Precious Metals,NA,NA,Exploration,Inactive,68.084830,-106.608410,Exact
53691,Whitton Lake,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,49.616600,-89.316600,Best Guess
53692,Lake Charlotte,Gold,Precious Metals,"Ellsin Resources, Inc. (Owner) 100%",NA,NA,Inactive,44.916600,-63.000000,Exact
53693,Otish Mountain,Gold,Precious Metals,Hunter Exploration Group (Owner) 100%,NA,NA,Inactive,52.300000,-70.616700,Best Guess
53694,Coronation Gulf,Gold,Precious Metals,Hunter Exploration Group (Owner) 100%,NA,Exploration,Inactive,65.970000,-104.970000,Exact
53697,Skinner,Gold,Precious Metals,Sabina Gold & Silver Corp. (Owner) 100%,Sandstorm Gold Ltd. (NPI) 7.5%; Private Interest (NSR) 2%; Franco-Nevada Corporation (NSR) 1%,Exploration,Active,51.218300,-92.890000,Exact
53698,White Horse Island,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,51.021000,-93.908100,Exact
53699,St Paul Bay,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,51.025000,-93.915000,Exact
53701,Red Point,Gold,Precious Metals,Rise Resources Inc. (Optionee) 100%; Klondike Gold Corp. (Optionor),NA,Exploration,Active,49.079050,-117.729190,Exact
53706,Yunnan Lutong,Gold,Precious Metals,Unnamed Owner (Owner) 82%; Yunnan Yuntong Exploration Co. Ltd (Owner) 18%,NA,Advanced Exploration,Inactive,24.200000,101.200000,Approximate
53707,Tamarack,Gold,Precious Metals,Millstream Mines Limited (Optionor) 51%; Unnamed Owner (Optionee) 49%,Unnamed Owner (NSR),Operating,Active,45.482000,-112.124000,Exact
53708,Queen-Nugget,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Grassroots,Inactive,50.916700,-127.066700,Approximate
53709,Franklin Creek,Gold,Precious Metals,Strategic Metals Ltd. (Owner) 100%,NA,Grassroots,Inactive,61.277240,-136.916990,Exact
53712,Allison,Gold,Precious Metals,Allison Resources Inc. (Owner) 100%,NA,NA,Inactive,33.350000,-113.700000,Best Guess
53713,Pilot Harbour,Gold,Precious Metals,Rainmaker Resources Ltd. (Owner) 100%,NA,Grassroots,Inactive,47.970310,-85.658130,Exact
53714,Lunguya,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Exploration,Active,-3.428000,32.472000,Exact
53715,Lake Victoria Regional,Gold,Precious Metals,Tanzanian Royalty Exploration Corporation (Owner) 100%,NA,Exploration,Inactive,-3.126850,31.950820,Exact
53717,Baiyunpu,Gold,Precious Metals,Terrawest Minerals Inc. (Owner) 100%,NA,NA,Inactive,27.386650,111.309490,Exact
53718,TJ Ridge,Gold,Precious Metals,NA,Private Interest (NSR) 2%,Exploration,Inactive,56.104000,-127.612000,Exact
53720,Swain Lake,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,51.283300,-92.650000,Best Guess
53726,Parima,Gold,Precious Metals,Mineracao Parima Ltda. (Owner) 100%,NA,Grassroots,Inactive,3.800660,-63.884590,Exact
53727,Kilometre 88,Gold,Precious Metals,Unnamed Owner (Owner) 90%; Boralis Holdings A V V (Owner) 10%,NA,NA,Inactive,6.682320,-61.713220,Best Guess
53728,Georgetown West,Gold,Precious Metals,Angel Gold Corp. (Owner) 100%,NA,Exploration,Inactive,6.641190,-58.683420,Exact
53730,Atolia,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Advanced Exploration,Inactive,35.314020,-117.603520,Approximate
53731,Caodi,Gold,Precious Metals,NA,NA,Target Outline,Inactive,33.013170,104.377730,Approximate
53733,Nsuaem,Gold,Precious Metals,Perseus Mining Limited (Owner) 90%; Government of Ghana (Owner) 10%,NA,Exploration,Active,5.999000,-1.838000,Exact
53737,Hammond,Gold,Precious Metals,Silverado Gold Mines Limited (Owner) 100%,"Alaska Mining Company, Inc. (GR) 10%",Advanced Exploration,Inactive,67.493000,-150.131000,Exact
53738,Birneys Lake,Gold,Precious Metals,Galway Metals Inc. (Owner) 100%,Jubilee Gold Exploration Ltd. (NSR) 1%,Exploration,Inactive,45.309200,-67.060500,Exact
53739,La Baritina/Athena/La Culebra,Gold,Precious Metals,NA,NA,Grassroots,Inactive,18.897000,-69.229000,Exact
53743,Malartic Break,Gold,Precious Metals,Northern Star Mining Corp. (Owner) 100%,Unnamed Owner (NSR) 1.5%,Grassroots,Inactive,48.185200,-78.130800,Exact
53744,Wildcard,Gold,Precious Metals,Private Interest (Owner) 100%,NA,NA,Inactive,61.709700,-128.348700,Exact
53746,Kokanee Creek,Gold,Precious Metals,Eagle Plains Resources Limited (Owner) 100%,Unnamed Owner (NSR) 1%,Exploration,Active,49.626000,-117.131000,Exact
53747,Hall Lake,Gold,Precious Metals,Bethpage Capital Corp. (Optionee) 60%; Eagle Plains Resources Limited (Owner) 40%,NA,Grassroots,Inactive,49.479090,-116.417100,Exact
53755,Chuckwalla,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Advanced Exploration,Inactive,34.919670,-114.891370,Exact
53756,Matachewan,Gold,Precious Metals,NA,"Matachewan Consolidated Mines, Limited (PTR)",Exploration,Inactive,47.950000,-80.570000,Approximate
53758,Northern Eagle,Gold,Precious Metals,Beaufield Resources Inc. (Owner) 100%,Franco-Nevada Corporation (Royalty); Unnamed Owner (NSR),Exploration,Active,48.690300,-86.151200,Exact
53759,Duder Lake,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,49.300000,-54.683300,Best Guess
53761,Lahuy,Gold,Precious Metals,Minimax Mineral Exploration Corporation (Owner) 100%,NA,Grassroots,Inactive,13.929020,123.823780,Best Guess
53763,Rheola,Gold,Precious Metals,Rheola Gold Mining Company Pty Limited (Owner) 100%,NA,NA,Inactive,-36.766600,143.800000,Best Guess
53764,Goldie,Gold,Precious Metals,Mistango River Resources Inc. (Owner) 50%; R.J.K. Explorations Limited (Owner) 50%,Unnamed Owner (NSR) 2%,Exploration,Inactive,48.597240,-89.832620,Exact
53767,Standard,Gold,Precious Metals,Rye Patch Gold Corp. (Owner) 100%,NA,Residual Production,Active,40.513000,-118.240000,Exact
53769,Blackhorn,Gold,Precious Metals,Cazador Resources Ltd. (Owner) 100%,NA,Exploration,Inactive,51.579000,-124.789000,Exact
53770,Ronoke,Gold,Precious Metals,Group Ten Metals Inc. (Owner) 100%,Private Interest (NSR) 2%,Grassroots,Inactive,49.317000,-117.145000,Exact
53771,Triple Junction-Dixie Fork,Gold,Precious Metals,NA,Rmic Gold (NSR),Grassroots,Inactive,40.397720,-115.999980,Exact
53772,Golden Cloud,Gold,Precious Metals,"Waterton Global Resource Management, Inc. (Owner) 100%",NA,Exploration,Inactive,41.038000,-116.631100,Exact
53773,Beowawe,Gold,Precious Metals,Prospector Resources Corp. (Owner) 100%,NA,Exploration,Inactive,40.584700,-116.498800,Exact
53774,Magenta,Gold,Precious Metals,Auramex Resource Corp. (Owner) 100%,NA,Exploration,Inactive,24.981000,-107.289000,Exact
53775,Sno,Gold,Precious Metals,"Waterton Global Resource Management, Inc. (Owner) 100%",NA,Exploration,Inactive,41.227200,-116.891700,Exact
53776,Thompson River,Gold,Precious Metals,Northern Star Mining Corp. (Owner) 100%,Unnamed Owner (NSR) 1.5%,Exploration,Inactive,48.100000,-77.916700,Best Guess
53777,Exploit's River,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Operating,Active,48.842800,-55.779000,Best Guess
53779,Kerang,Gold,Precious Metals,NA,NA,Exploration,Inactive,-35.753840,143.944190,Best Guess
53780,Glenfine,Gold,Precious Metals,Mount Rommel Mining Limited (Owner) 100%,NA,Operating,Active,-37.872000,143.586000,Exact
53784,Mountjoy,Gold,Precious Metals,Pine Cliff Energy Ltd. (Owner) 75%; Unnamed Owner (Owner) 25%,NA,Grassroots,Inactive,48.510000,-81.417000,Exact
53785,German,Gold,Precious Metals,Pine Cliff Energy Ltd. (Owner) 100%,NA,Exploration,Inactive,48.568964,-80.900494,Exact
53786,Thorneloe,Gold,Precious Metals,Pine Cliff Energy Ltd. (Owner) 100%,NA,Exploration,Inactive,48.336700,-81.496600,Exact
53787,Miner Lake,Gold,Precious Metals,Alto Ventures Ltd. (Owner) 100%,NA,Exploration,Active,49.819900,-87.791700,Exact
53788,Cote-Archie Lake,Gold,Precious Metals,Alto Ventures Ltd. (Owner) 100%,Unnamed Owner (PTR),Exploration,Active,49.647150,-87.877540,Exact
53789,Northwest Deloro,Gold,Precious Metals,Pine Cliff Energy Ltd. (Owner) 100%,NA,Grassroots,Inactive,48.498000,-81.417000,Exact
53790,Carr Wilkie,Gold,Precious Metals,Pine Cliff Energy Ltd. (Owner) 100%,NA,Exploration,Inactive,48.620640,-80.432590,Exact
53791,Whitney Tisdale,Gold,Precious Metals,Pine Cliff Energy Ltd. (Owner) 100%,NA,Grassroots,Inactive,48.508700,-81.389200,Exact
53792,Nighthawk Lake,Gold,Precious Metals,Pine Cliff Energy Ltd. (Owner) 100%,NA,Grassroots,Inactive,48.527990,-80.996690,Exact
53794,Cass,Gold,Precious Metals,Pine Cliff Energy Ltd. (Owner) 100%,NA,Advanced Exploration,Active,64.316800,-115.272100,Exact
53799,GK,Gold,Precious Metals,Bitterroot Resources Ltd. (Owner) 100%,NA,Exploration,Inactive,49.424700,-118.940000,Exact
53800,Myaly,Gold,Precious Metals,Andas Altyn Ltd (Owner) 100%,NA,Closed,Inactive,49.908000,81.408000,Exact
53802,Myschka/Cynthia,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,NA,Inactive,63.346000,-131.437000,Exact
53803,Acacia,Gold,Precious Metals,Eagle Plains Resources Limited (Owner) 100%,NA,Exploration,Inactive,51.094820,-119.792380,Exact
53805,Hot Punch,Gold,Precious Metals,Eagle Plains Resources Limited (Owner) 100%,NA,Grassroots,Inactive,50.416670,-116.433330,Exact
53807,Titan,Gold,Precious Metals,Eagle Plains Resources Limited (Owner) 100%,Unnamed Owner (NSR),Exploration,Inactive,59.452000,-134.373000,Exact
53808,Red Lake Extension,Gold,Precious Metals,Tri Origin Exploration Limited (Owner) 100%,NA,Exploration,Inactive,50.973000,-93.507000,Exact
53810,Pelly Mountain,Gold,Precious Metals,Eagle Plains Resources Limited (Owner) 100%,NA,Grassroots,Inactive,61.585000,-132.518000,Exact
